Category,Message,tokenize,proc_message
ham,ill be at mu in like  ltgt  seconds,"['ill', 'mu', 'like', 'ltgt', 'second']",ill mu like ltgt second
ham,thing r good thanx got exams in march ive done no revision is fran still with boyf ive gotta interviw 4 exeter bit worriedx,"['thing', 'r', 'good', 'thanx', 'got', 'exam', 'march', 'ive', 'done', 'revis', 'fran', 'still', 'boyf', 'ive', 'got', 'ta', 'interviw', '4', 'exet', 'bit', 'worriedx']",thing r good thanx got exam march ive done revis fran still boyf ive got ta interviw 4 exet bit worriedx
ham,tell you what if you make a little spreadsheet and track whose idea it was to smoke to determine who smokes too much for the entire month of february ill come up,"['tell', 'make', 'littl', 'spreadsheet', 'track', 'whose', 'idea', 'smoke', 'determin', 'smoke', 'much', 'entir', 'month', 'februari', 'ill', 'come']",tell make littl spreadsheet track whose idea smoke determin smoke much entir month februari ill come
spam,for sale  arsenal dartboard good condition but no doubles or trebles,"['sale', 'arsen', 'dartboard', 'good', 'condit', 'doubl', 'trebl']",sale arsen dartboard good condit doubl trebl
ham,dont look back at the building because you have no coat and i dont want you to get more sick just hurry home and wear a coat to the gym,"['dont', 'look', 'back', 'build', 'coat', 'dont', 'want', 'get', 'sick', 'hurri', 'home', 'wear', 'coat', 'gym']",dont look back build coat dont want get sick hurri home wear coat gym
ham,my painful personal thought i always try to keep everybody happy all the time but nobody recognises me when i am alone,"['pain', 'person', 'thought', 'alway', 'tri', 'keep', 'everybodi', 'happi', 'time', 'nobodi', 'recognis', 'alon']",pain person thought alway tri keep everybodi happi time nobodi recognis alon
ham,thanks for ve lovely wisheds you rock,"['thank', 'love', 'wish', 'rock']",thank love wish rock
ham,you intrepid duo you have a great time and see you both soon,"['intrepid', 'duo', 'great', 'time', 'see', 'soon']",intrepid duo great time see soon
ham,i asked sen to come chennai and search for job,"['ask', 'sen', 'come', 'chennai', 'search', 'job']",ask sen come chennai search job
ham,dad went out oredi,"['dad', 'went', 'oredi']",dad went oredi
ham,i jus hope its true that  missin me cos im really missin him you havent done anything to feel guilty about yet,"['ju', 'hope', 'true', 'missin', 'co', 'im', 'realli', 'missin', 'havent', 'done', 'anyth', 'feel', 'guilti', 'yet']",ju hope true missin co im realli missin havent done anyth feel guilti yet
ham,wat so late still early mah or we juz go 4 dinner lor aiya i dunno,"['wat', 'late', 'still', 'earli', 'mah', 'juz', 'go', '4', 'dinner', 'lor', 'aiya', 'dunno']",wat late still earli mah juz go 4 dinner lor aiya dunno
ham,arms fine hows cardiff and uni,"['arm', 'fine', 'how', 'cardiff', 'uni']",arm fine how cardiff uni
ham,in fact when do you leave i think addie goes back to school tues or wed,"['fact', 'leav', 'think', 'addi', 'goe', 'back', 'school', 'tue', 'wed']",fact leav think addi goe back school tue wed
ham,cool breeze bright sun fresh flower twittering birds all these waiting to wish u goodmorning amp have a nice day ,"['cool', 'breez', 'bright', 'sun', 'fresh', 'flower', 'twitter', 'bird', 'wait', 'wish', 'u', 'goodmorn', 'amp', 'nice', 'day']",cool breez bright sun fresh flower twitter bird wait wish u goodmorn amp nice day
ham,yagoing for restaurant,"['yago', 'restaur']",yago restaur
ham,its ok i just askd did u knw tht no,"['ok', 'askd', 'u', 'knw', 'tht']",ok askd u knw tht
spam,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or 250 cash every wk txt pod to 84128 tscs wwwtextpodnet custcare 08712405020,"['free', '1st', 'week', 'entri', '2', 'textpod', '4', 'chanc', '2', 'win', '40gb', 'ipod', '250', 'cash', 'everi', 'wk', 'txt', 'pod', '84128', 'tsc', 'wwwtextpodnet', 'custcar', '08712405020']",free 1st week entri 2 textpod 4 chanc 2 win 40gb ipod 250 cash everi wk txt pod 84128 tsc wwwtextpodnet custcar 08712405020
ham,those ducking chinchillas,"['duck', 'chinchilla']",duck chinchilla
ham,i am in a marriage function,"['marriag', 'function']",marriag function
ham,looks like u wil b getting a headstart im leaving here bout 230ish but if u r desperate for my company i could head in earlierwe were goin to meet in rummer,"['look', 'like', 'u', 'wil', 'b', 'get', 'headstart', 'im', 'leav', 'bout', '230ish', 'u', 'r', 'desper', 'compani', 'could', 'head', 'earlierw', 'goin', 'meet', 'rummer']",look like u wil b get headstart im leav bout 230ish u r desper compani could head earlierw goin meet rummer
ham,dont give a flying monkeys wot they think and i certainly dont mind any friend of mine and all that,"['dont', 'give', 'fli', 'monkey', 'wot', 'think', 'certainli', 'dont', 'mind', 'friend', 'mine']",dont give fli monkey wot think certainli dont mind friend mine
spam,as a registered optin subscriber ur draw 4 100 gift voucher will be entered on receipt of a correct ans to 80062 whats no1 in the bbc charts,"['regist', 'optin', 'subscrib', 'ur', 'draw', '4', '100', 'gift', 'voucher', 'enter', 'receipt', 'correct', 'an', '80062', 'what', 'no1', 'bbc', 'chart']",regist optin subscrib ur draw 4 100 gift voucher enter receipt correct an 80062 what no1 bbc chart
ham,say thanks2,"['say', 'thanks2']",say thanks2
ham,msg me when rajini comes,"['msg', 'rajini', 'come']",msg rajini come
ham,ya when are ü taking ure practical lessons i start in june,"['ya', 'ü', 'take', 'ure', 'practic', 'lesson', 'start', 'june']",ya ü take ure practic lesson start june
ham,thats good because i need drugs,"['that', 'good', 'need', 'drug']",that good need drug
ham,stupidits not possible,"['stupidit', 'possibl']",stupidit possibl
ham,can ü all decide faster cos my sis going home liao,"['ü', 'decid', 'faster', 'co', 'si', 'go', 'home', 'liao']",ü decid faster co si go home liao
spam,summers finally here fancy a chat or flirt with sexy singles in yr area to get matched up just reply summer now free 2 join optout txt stop help08714742804,"['summer', 'final', 'fanci', 'chat', 'flirt', 'sexi', 'singl', 'yr', 'area', 'get', 'match', 'repli', 'summer', 'free', '2', 'join', 'optout', 'txt', 'stop', 'help08714742804']",summer final fanci chat flirt sexi singl yr area get match repli summer free 2 join optout txt stop help08714742804
ham,u sleeping now or you going to take haha i got spys wat me online checking n replying mails lor,"['u', 'sleep', 'go', 'take', 'haha', 'got', 'spi', 'wat', 'onlin', 'check', 'n', 'repli', 'mail', 'lor']",u sleep go take haha got spi wat onlin check n repli mail lor
spam,claire here am havin borin time  am now alone u wanna cum over 2nite chat now 09099725823 hope 2 c u luv claire xx calls1minmoremobsemspobox45po139wa,"['clair', 'havin', 'borin', 'time', 'alon', 'u', 'wan', 'na', 'cum', '2nite', 'chat', '09099725823', 'hope', '2', 'c', 'u', 'luv', 'clair', 'xx', 'calls1minmoremobsemspobox45po139wa']",clair havin borin time alon u wan na cum 2nite chat 09099725823 hope 2 c u luv clair xx calls1minmoremobsemspobox45po139wa
spam,bought one ringtone and now getting texts costing 3 pound offering more tones etc,"['bought', 'one', 'rington', 'get', 'text', 'cost', '3', 'pound', 'offer', 'tone', 'etc']",bought one rington get text cost 3 pound offer tone etc
ham,yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriageprogram edhae so lyf is nt yet ovr chikkuali vargu lyfu meow meowd,"['yalru', 'lyfu', 'astn', 'chikku', 'bt', 'innu', 'mundh', 'lyf', 'ali', 'halla', 'ke', 'bilo', 'marriageprogram', 'edha', 'lyf', 'nt', 'yet', 'ovr', 'chikkuali', 'vargu', 'lyfu', 'meow', 'meowd']",yalru lyfu astn chikku bt innu mundh lyf ali halla ke bilo marriageprogram edha lyf nt yet ovr chikkuali vargu lyfu meow meowd
ham,kinda first one gets in at twelve aah speak tomo,"['kinda', 'first', 'one', 'get', 'twelv', 'aah', 'speak', 'tomo']",kinda first one get twelv aah speak tomo
spam,09066362231 urgent your mobile no 07xxxxxxxxx won a 2000 bonus caller prize on 020603 this is the 2nd attempt to reach you call 09066362231 asap,"['09066362231', 'urgent', 'mobil', '07xxxxxxxxx', '2000', 'bonu', 'caller', 'prize', '020603', '2nd', 'attempt', 'reach', 'call', '09066362231', 'asap']",09066362231 urgent mobil 07xxxxxxxxx 2000 bonu caller prize 020603 2nd attempt reach call 09066362231 asap
ham,ok good then i later come find ü c lucky i told ü to go earlier later pple take finish ü no more again,"['ok', 'good', 'later', 'come', 'find', 'ü', 'c', 'lucki', 'told', 'ü', 'go', 'earlier', 'later', 'pple', 'take', 'finish', 'ü']",ok good later come find ü c lucki told ü go earlier later pple take finish ü
ham,wat makes u thk ill fall down but actually i thk im quite prone 2 falls lucky my dad at home i ask him come n fetch me already,"['wat', 'make', 'u', 'thk', 'ill', 'fall', 'actual', 'thk', 'im', 'quit', 'prone', '2', 'fall', 'lucki', 'dad', 'home', 'ask', 'come', 'n', 'fetch', 'alreadi']",wat make u thk ill fall actual thk im quit prone 2 fall lucki dad home ask come n fetch alreadi
spam,you 07801543489 are guaranteed the latests nokia phone a 40gb ipod mp3 player or a 500 prize txt wordcollect to no83355 tcllc nyusa 150pmt msgrcvd18,"['07801543489', 'guarante', 'latest', 'nokia', 'phone', '40gb', 'ipod', 'mp3', 'player', '500', 'prize', 'txt', 'wordcollect', 'no83355', 'tcllc', 'nyusa', '150pmt', 'msgrcvd18']",07801543489 guarante latest nokia phone 40gb ipod mp3 player 500 prize txt wordcollect no83355 tcllc nyusa 150pmt msgrcvd18
ham,i wont touch you with out your permission,"['wont', 'touch', 'permiss']",wont touch permiss
spam,hi its lucy hubby at meetins all day fri  i will b alone at hotel u fancy cumin over pls leave msg 2day 09099726395 lucy x calls1minmobsmorelkpobox177hp51fl,"['hi', 'luci', 'hubbi', 'meetin', 'day', 'fri', 'b', 'alon', 'hotel', 'u', 'fanci', 'cumin', 'pl', 'leav', 'msg', '2day', '09099726395', 'luci', 'x', 'calls1minmobsmorelkpobox177hp51fl']",hi luci hubbi meetin day fri b alon hotel u fanci cumin pl leav msg 2day 09099726395 luci x calls1minmobsmorelkpobox177hp51fl
ham,7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st ur lovely friendship good morning dear,"['7', 'wonder', 'world', '7th', '6th', 'ur', 'style', '5th', 'ur', 'smile', '4th', 'ur', 'person', '3rd', 'ur', 'natur', '2nd', 'ur', 'sm', '1st', 'ur', 'love', 'friendship', 'good', 'morn', 'dear']",7 wonder world 7th 6th ur style 5th ur smile 4th ur person 3rd ur natur 2nd ur sm 1st ur love friendship good morn dear
ham,take some small dose tablet for fever,"['take', 'small', 'dose', 'tablet', 'fever']",take small dose tablet fever
ham,oh u must have taken your real valentine out shopping first,"['oh', 'u', 'must', 'taken', 'real', 'valentin', 'shop', 'first']",oh u must taken real valentin shop first
ham,just sent you an email  to an address with incomm in it is that right,"['sent', 'email', 'address', 'incomm', 'right']",sent email address incomm right
ham,will do you gonna be at blakes all night i might be able to get out of here a little early,"['gon', 'na', 'blake', 'night', 'might', 'abl', 'get', 'littl', 'earli']",gon na blake night might abl get littl earli
ham,friendship is not a game to play it is not a word to say it doesnt start on march and ends on may it is tomorrow yesterday today and e,"['friendship', 'game', 'play', 'word', 'say', 'doesnt', 'start', 'march', 'end', 'may', 'tomorrow', 'yesterday', 'today', 'e']",friendship game play word say doesnt start march end may tomorrow yesterday today e
ham,nice waitshould you be texting right now im not gonna pay your ticket ya know,"['nice', 'waitshould', 'text', 'right', 'im', 'gon', 'na', 'pay', 'ticket', 'ya', 'know']",nice waitshould text right im gon na pay ticket ya know
ham,im watching lotr w my sis dis aft so u wan 2 meet me 4 dinner at nite a not,"['im', 'watch', 'lotr', 'w', 'si', 'di', 'aft', 'u', 'wan', '2', 'meet', '4', 'dinner', 'nite']",im watch lotr w si di aft u wan 2 meet 4 dinner nite
ham,why you keeping me away like this,"['keep', 'away', 'like']",keep away like
ham,i think its far more than that but find out check google maps for a place from your dorm,"['think', 'far', 'find', 'check', 'googl', 'map', 'place', 'dorm']",think far find check googl map place dorm
ham,my trip was ok but quite tiring lor uni starts today but its ok 4 me cos im not taking any modules but jus concentrating on my final yr project,"['trip', 'ok', 'quit', 'tire', 'lor', 'uni', 'start', 'today', 'ok', '4', 'co', 'im', 'take', 'modul', 'ju', 'concentr', 'final', 'yr', 'project']",trip ok quit tire lor uni start today ok 4 co im take modul ju concentr final yr project
ham,have you always been saying welp,"['alway', 'say', 'welp']",alway say welp
ham,im a guy browsin is compulsory,"['im', 'guy', 'browsin', 'compulsori']",im guy browsin compulsori
ham,purity of friendship between two is not about smiling after reading the forwarded messageits about smiling just by seeing the name gud evng musthu,"['puriti', 'friendship', 'two', 'smile', 'read', 'forward', 'messageit', 'smile', 'see', 'name', 'gud', 'evng', 'musthu']",puriti friendship two smile read forward messageit smile see name gud evng musthu
ham,i should add that i dont really care and if you cant i can at least get this dude to fuck off but hey your money if you want it,"['add', 'dont', 'realli', 'care', 'cant', 'least', 'get', 'dude', 'fuck', 'hey', 'money', 'want']",add dont realli care cant least get dude fuck hey money want
ham,hello lover how goes that new job are you there now are you happy do you think of me i wake my slave and send you a teasing kiss from across the sea,"['hello', 'lover', 'goe', 'new', 'job', 'happi', 'think', 'wake', 'slave', 'send', 'teas', 'kiss', 'across', 'sea']",hello lover goe new job happi think wake slave send teas kiss across sea
ham,i told your number to gautham,"['told', 'number', 'gautham']",told number gautham
ham,tell them no need to investigate about me anywhere,"['tell', 'need', 'investig', 'anywher']",tell need investig anywher
ham,ok i juz receive,"['ok', 'juz', 'receiv']",ok juz receiv
ham,cant believe i said so many things to you this morning when all i really wanted to say was good morning i love you have a beautiful morning see you in the library later,"['cant', 'believ', 'said', 'mani', 'thing', 'morn', 'realli', 'want', 'say', 'good', 'morn', 'love', 'beauti', 'morn', 'see', 'librari', 'later']",cant believ said mani thing morn realli want say good morn love beauti morn see librari later
spam,your account has been credited with 500 free text messages to activate just txt the word credit to no 80488 tcs www80488biz,"['account', 'credit', '500', 'free', 'text', 'messag', 'activ', 'txt', 'word', 'credit', '80488', 'tc', 'www80488biz']",account credit 500 free text messag activ txt word credit 80488 tc www80488biz
ham,in the end she might still vomit but its okay not everything will come out,"['end', 'might', 'still', 'vomit', 'okay', 'everyth', 'come']",end might still vomit okay everyth come
ham,how are you with moneyas in to youmoney aint a thinghow are you sha,"['moneya', 'youmoney', 'aint', 'thinghow', 'sha']",moneya youmoney aint thinghow sha
ham,it has everything to do with the weather keep extra warm its a cold but nothing serious pls lots of vitamin c,"['everyth', 'weather', 'keep', 'extra', 'warm', 'cold', 'noth', 'seriou', 'pl', 'lot', 'vitamin', 'c']",everyth weather keep extra warm cold noth seriou pl lot vitamin c
ham,hey gals anyone of u going down to e driving centre tmr,"['hey', 'gal', 'anyon', 'u', 'go', 'e', 'drive', 'centr', 'tmr']",hey gal anyon u go e drive centr tmr
ham,im always on yahoo messenger now just send the message to me and ill get it you may have to send it in the mobile mode sha but ill get it and will reply,"['im', 'alway', 'yahoo', 'messeng', 'send', 'messag', 'ill', 'get', 'may', 'send', 'mobil', 'mode', 'sha', 'ill', 'get', 'repli']",im alway yahoo messeng send messag ill get may send mobil mode sha ill get repli
ham,im putting it on now it should be ready for  lttimegt,"['im', 'put', 'readi', 'lttimegt']",im put readi lttimegt
ham,time n smile r the two crucial things in our life sometimes time makes us to forget smile and sometimes someones smile makes us to forget time gud noon,"['time', 'n', 'smile', 'r', 'two', 'crucial', 'thing', 'life', 'sometim', 'time', 'make', 'us', 'forget', 'smile', 'sometim', 'someon', 'smile', 'make', 'us', 'forget', 'time', 'gud', 'noon']",time n smile r two crucial thing life sometim time make us forget smile sometim someon smile make us forget time gud noon
spam,sms ac jsco energy is high but u may not know where 2channel it 2day ur leadership skills r strong psychic reply ans wquestion end reply end jsco,"['sm', 'ac', 'jsco', 'energi', 'high', 'u', 'may', 'know', '2channel', '2day', 'ur', 'leadership', 'skill', 'r', 'strong', 'psychic', 'repli', 'an', 'wquestion', 'end', 'repli', 'end', 'jsco']",sm ac jsco energi high u may know 2channel 2day ur leadership skill r strong psychic repli an wquestion end repli end jsco
ham,hostbased idps for linux systems,"['hostbas', 'idp', 'linux', 'system']",hostbas idp linux system
spam,hot live fantasies call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 is a national rate call,"['hot', 'live', 'fantasi', 'call', '08707509020', '20p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', '1327', 'croydon', 'cr9', '5wb', '0870', 'nation', 'rate', 'call']",hot live fantasi call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call
ham,don no dawhats you plan,"['dawhat', 'plan']",dawhat plan
ham,ill be there on  ltgt  ok,"['ill', 'ltgt', 'ok']",ill ltgt ok
ham,oh my god im almost home,"['oh', 'god', 'im', 'almost', 'home']",oh god im almost home
ham,total video converter free download type this in google search,"['total', 'video', 'convert', 'free', 'download', 'type', 'googl', 'search']",total video convert free download type googl search
spam,thanks for the vote now sing along with the stars with karaoke on your mobile for a free link just reply with sing now,"['thank', 'vote', 'sing', 'along', 'star', 'karaok', 'mobil', 'free', 'link', 'repli', 'sing']",thank vote sing along star karaok mobil free link repli sing
ham,sounds like something that someone testing me would sayy,"['sound', 'like', 'someth', 'someon', 'test', 'would', 'sayi']",sound like someth someon test would sayi
ham,when u love someone dont make them to love u as much as u do but love them so much that they dont want to be loved by anyone except you gud nit,"['u', 'love', 'someon', 'dont', 'make', 'love', 'u', 'much', 'u', 'love', 'much', 'dont', 'want', 'love', 'anyon', 'except', 'gud', 'nit']",u love someon dont make love u much u love much dont want love anyon except gud nit
ham,peteis this your phone still its jenny from college and leannewhat are you up to now,"['petei', 'phone', 'still', 'jenni', 'colleg', 'leannewhat']",petei phone still jenni colleg leannewhat
ham,oops sorry just to check that you dont mind picking me up tomo at half eight from station would that be ok,"['oop', 'sorri', 'check', 'dont', 'mind', 'pick', 'tomo', 'half', 'eight', 'station', 'would', 'ok']",oop sorri check dont mind pick tomo half eight station would ok
ham,hey sweet i was wondering when you had a moment if you might come to me  i want to send a file to someone but it wont go over yahoo for them because their connection sucks remember when you set up that page for me to go to and download the format disc  could you tell me how to do that  or do you know some other way to download big files  because they can download stuff directly from the internet any help would be great my prey  teasing kiss,"['hey', 'sweet', 'wonder', 'moment', 'might', 'come', 'want', 'send', 'file', 'someon', 'wont', 'go', 'yahoo', 'connect', 'suck', 'rememb', 'set', 'page', 'go', 'download', 'format', 'disc', 'could', 'tell', 'know', 'way', 'download', 'big', 'file', 'download', 'stuff', 'directli', 'internet', 'help', 'would', 'great', 'prey', 'teas', 'kiss']",hey sweet wonder moment might come want send file someon wont go yahoo connect suck rememb set page go download format disc could tell know way download big file download stuff directli internet help would great prey teas kiss
ham,hows the champ just leaving glasgow,"['how', 'champ', 'leav', 'glasgow']",how champ leav glasgow
ham,kall the bestcongrats,"['kall', 'bestcongrat']",kall bestcongrat
ham,i wonder if youll get this text,"['wonder', 'youll', 'get', 'text']",wonder youll get text
ham,i need to come home and give you some good lovin,"['need', 'come', 'home', 'give', 'good', 'lovin']",need come home give good lovin
spam,our brand new mobile music service is now live the free music player will arrive shortly just install on your phone to browse content from the top artists,"['brand', 'new', 'mobil', 'music', 'servic', 'live', 'free', 'music', 'player', 'arriv', 'shortli', 'instal', 'phone', 'brows', 'content', 'top', 'artist']",brand new mobil music servic live free music player arriv shortli instal phone brows content top artist
ham,shall i ask one thing if you dont mistake me,"['shall', 'ask', 'one', 'thing', 'dont', 'mistak']",shall ask one thing dont mistak
ham,check wid corect speling ie sarcasm,"['check', 'wid', 'corect', 'spele', 'ie', 'sarcasm']",check wid corect spele ie sarcasm
spam,urgent your mobile no was awarded a 2000 bonus caller prize on 10803 this is our 2nd attempt to contact you call 08714719523 box95qu bt national rate,"['urgent', 'mobil', 'award', '2000', 'bonu', 'caller', 'prize', '10803', '2nd', 'attempt', 'contact', 'call', '08714719523', 'box95qu', 'bt', 'nation', 'rate']",urgent mobil award 2000 bonu caller prize 10803 2nd attempt contact call 08714719523 box95qu bt nation rate
ham,are you angry with me what happen dear,"['angri', 'happen', 'dear']",angri happen dear
ham,i thk u dun haf 2 hint in e forum already lor cos i told ron n darren is going 2 tell shuhui,"['thk', 'u', 'dun', 'haf', '2', 'hint', 'e', 'forum', 'alreadi', 'lor', 'co', 'told', 'ron', 'n', 'darren', 'go', '2', 'tell', 'shuhui']",thk u dun haf 2 hint e forum alreadi lor co told ron n darren go 2 tell shuhui
ham,yup ok thanx,"['yup', 'ok', 'thanx']",yup ok thanx
ham,hicts employee how are you,"['hict', 'employe']",hict employe
ham,pls pls find out from aunt nike,"['pl', 'pl', 'find', 'aunt', 'nike']",pl pl find aunt nike
ham,wow  i love you sooo much you know  i can barely stand it  i wonder how your day goes and if you are well my love  i think of you and miss you,"['wow', 'love', 'sooo', 'much', 'know', 'bare', 'stand', 'wonder', 'day', 'goe', 'well', 'love', 'think', 'miss']",wow love sooo much know bare stand wonder day goe well love think miss
ham,no screaming means shouting,"['scream', 'mean', 'shout']",scream mean shout
ham,hey what happen de are you alright,"['hey', 'happen', 'de', 'alright']",hey happen de alright
ham,should i have picked up a receipt or something earlier,"['pick', 'receipt', 'someth', 'earlier']",pick receipt someth earlier
ham,i think chennai well settled,"['think', 'chennai', 'well', 'settl']",think chennai well settl
ham,oh dang i didnt mean o send that to you lol,"['oh', 'dang', 'didnt', 'mean', 'send', 'lol']",oh dang didnt mean send lol
ham,unfortunately ive just found out that we have to pick my sister up from the airport that evening so dont think ill be going out at all we should try to go out one of th,"['unfortun', 'ive', 'found', 'pick', 'sister', 'airport', 'even', 'dont', 'think', 'ill', 'go', 'tri', 'go', 'one', 'th']",unfortun ive found pick sister airport even dont think ill go tri go one th
ham,horrible bf i now v hungry,"['horribl', 'bf', 'v', 'hungri']",horribl bf v hungri
ham,remember on that day,"['rememb', 'day']",rememb day
spam,you have won a nokia 7250i this is what you get when you win our free auction to take part send nokia to 86021 now hgsuite3422lands roww1jhl 16,"['nokia', '7250i', 'get', 'win', 'free', 'auction', 'take', 'part', 'send', 'nokia', '86021', 'hgsuite3422land', 'roww1jhl', '16']",nokia 7250i get win free auction take part send nokia 86021 hgsuite3422land roww1jhl 16
ham,hows it feel mr your not my real valentine just my yo valentine even tho u hardly play,"['how', 'feel', 'mr', 'real', 'valentin', 'yo', 'valentin', 'even', 'tho', 'u', 'hardli', 'play']",how feel mr real valentin yo valentin even tho u hardli play
ham,all sounds good fingers  makes it difficult to type,"['sound', 'good', 'finger', 'make', 'difficult', 'type']",sound good finger make difficult type
ham,midnight at the earliest,"['midnight', 'earliest']",midnight earliest
ham,youre not sure that im not trying to make xavier smoke because i dont want to smoke after being told i smoke too much,"['your', 'sure', 'im', 'tri', 'make', 'xavier', 'smoke', 'dont', 'want', 'smoke', 'told', 'smoke', 'much']",your sure im tri make xavier smoke dont want smoke told smoke much
ham,k come to nordstrom when youre done,"['k', 'come', 'nordstrom', 'your', 'done']",k come nordstrom your done
ham,do u konw waht is rael friendship im gving yuo an exmpel jsut ese tihs msg evrey splleing of tihs msg is wrnog bt sitll yuo can raed it wihtuot ayn mitsake goodnight amp have a nice sleepsweet dreams,"['u', 'konw', 'waht', 'rael', 'friendship', 'im', 'gving', 'yuo', 'exmpel', 'jsut', 'ese', 'tih', 'msg', 'evrey', 'splle', 'tih', 'msg', 'wrnog', 'bt', 'sitll', 'yuo', 'ra', 'wihtuot', 'ayn', 'mitsak', 'goodnight', 'amp', 'nice', 'sleepsweet', 'dream']",u konw waht rael friendship im gving yuo exmpel jsut ese tih msg evrey splle tih msg wrnog bt sitll yuo ra wihtuot ayn mitsak goodnight amp nice sleepsweet dream
ham,now press conference da,"['press', 'confer', 'da']",press confer da
spam,hello from orange for 1 months free access to games news and sport plus 10 free texts and 20 photo messages reply yes terms apply wwworangecoukow,"['hello', 'orang', '1', 'month', 'free', 'access', 'game', 'news', 'sport', 'plu', '10', 'free', 'text', '20', 'photo', 'messag', 'repli', 'ye', 'term', 'appli', 'wwworangecoukow']",hello orang 1 month free access game news sport plu 10 free text 20 photo messag repli ye term appli wwworangecoukow
ham,after completed degree there is no use in joining finance,"['complet', 'degre', 'use', 'join', 'financ']",complet degre use join financ
ham,good afternoon my love  any job prospects  are you missing me  what do you do  are you being lazy and bleak hmmm  or happy and filled with my love ,"['good', 'afternoon', 'love', 'job', 'prospect', 'miss', 'lazi', 'bleak', 'hmmm', 'happi', 'fill', 'love']",good afternoon love job prospect miss lazi bleak hmmm happi fill love
ham,shant disturb u anymore jia you,"['shant', 'disturb', 'u', 'anymor', 'jia']",shant disturb u anymor jia
ham,bishan lar nearer no need buy so early cos if buy now i gotta park my car,"['bishan', 'lar', 'nearer', 'need', 'buy', 'earli', 'co', 'buy', 'got', 'ta', 'park', 'car']",bishan lar nearer need buy earli co buy got ta park car
ham,me i dont know again oh,"['dont', 'know', 'oh']",dont know oh
ham,dude sux for snake he got old and raiden got buff,"['dude', 'sux', 'snake', 'got', 'old', 'raiden', 'got', 'buff']",dude sux snake got old raiden got buff
ham,he says hi and to get your ass back to south tampa preferably at a kegger,"['say', 'hi', 'get', 'ass', 'back', 'south', 'tampa', 'prefer', 'kegger']",say hi get ass back south tampa prefer kegger
ham,in e msg jus now u said thanks for gift,"['e', 'msg', 'ju', 'u', 'said', 'thank', 'gift']",e msg ju u said thank gift
ham,u too,['u'],u
ham,ok how you dear did you call chechi,"['ok', 'dear', 'call', 'chechi']",ok dear call chechi
ham,yeah we do totes when u wanna,"['yeah', 'tote', 'u', 'wan', 'na']",yeah tote u wan na
ham,ok i found dis pierre cardin one which looks normal costs 20 its on sale,"['ok', 'found', 'di', 'pierr', 'cardin', 'one', 'look', 'normal', 'cost', '20', 'sale']",ok found di pierr cardin one look normal cost 20 sale
ham,good sleep is about rhythm the person has to establish a rhythm that the body will learn and use if you want to know more ,"['good', 'sleep', 'rhythm', 'person', 'establish', 'rhythm', 'bodi', 'learn', 'use', 'want', 'know']",good sleep rhythm person establish rhythm bodi learn use want know
ham,wat r u doing,"['wat', 'r', 'u']",wat r u
ham,message from  i am at truro hospital on ext you can phone me here as i have a phone by my side,"['messag', 'truro', 'hospit', 'ext', 'phone', 'phone', 'side']",messag truro hospit ext phone phone side
ham,single line with a big meaning miss anything 4 ur best life but dont miss ur best life for anything gud nyt,"['singl', 'line', 'big', 'mean', 'miss', 'anyth', '4', 'ur', 'best', 'life', 'dont', 'miss', 'ur', 'best', 'life', 'anyth', 'gud', 'nyt']",singl line big mean miss anyth 4 ur best life dont miss ur best life anyth gud nyt
ham,just got some gas money any chance you and the gang want to go on a grand nature adventure,"['got', 'ga', 'money', 'chanc', 'gang', 'want', 'go', 'grand', 'natur', 'adventur']",got ga money chanc gang want go grand natur adventur
ham,dnt worryuse ice pieces in a cloth packalso take 2 tablets,"['dnt', 'worryus', 'ice', 'piec', 'cloth', 'packalso', 'take', '2', 'tablet']",dnt worryus ice piec cloth packalso take 2 tablet
ham,dude just saw a parked car with its sunroof popped up sux,"['dude', 'saw', 'park', 'car', 'sunroof', 'pop', 'sux']",dude saw park car sunroof pop sux
ham,get ready to put on your excellent sub face ,"['get', 'readi', 'put', 'excel', 'sub', 'face']",get readi put excel sub face
ham,tmrw im finishing 9 doors,"['tmrw', 'im', 'finish', '9', 'door']",tmrw im finish 9 door
ham,the  ltgt g that i saw a few days ago the guy wants sell wifi only for  ltgt  and with 3g for  ltgt  thats why i blanked him,"['ltgt', 'g', 'saw', 'day', 'ago', 'guy', 'want', 'sell', 'wifi', 'ltgt', '3g', 'ltgt', 'that', 'blank']",ltgt g saw day ago guy want sell wifi ltgt 3g ltgt that blank
ham,i am late i will be there at,['late'],late
ham,whatever im pretty pissed off,"['whatev', 'im', 'pretti', 'piss']",whatev im pretti piss
ham,i dont have that much image in class,"['dont', 'much', 'imag', 'class']",dont much imag class
ham,noi got rumour that you going to buy apartment in chennai,"['noi', 'got', 'rumour', 'go', 'buy', 'apart', 'chennai']",noi got rumour go buy apart chennai
ham,near kalainar tv officethenampet,"['near', 'kalainar', 'tv', 'officethenampet']",near kalainar tv officethenampet
